"dist","Kuskokwim","Togiak","Igushik","Wood","Nushagak","Kvichak","Alagnak","Naknek","Egegik","Ugashik","North Peninsula","year"
321,0.000631470073019541,0.000496312806556791,0.00151854840346528,0.155127547989485,0.0487337753685807,0.00254273954259271,0.000788253381935374,0.0236927670927282,0.0182389038128095,0.747751688057309,0.000477993471517557,2018
322,0.000992422627584045,0.000606297531362073,0.00230746675684453,0.0109788114634835,0.0127205505427816,0.04948843352622,0.0102019620697062,0.0724333883164638,0.653324239947638,0.186187722276318,0.000758704941598808,2018
324,0.000442915471751291,0.000467254637825693,0.00437895104060913,0.0112116001836005,0.00402386875285625,0.322927263503929,0.137602323116249,0.448971421277692,0.0466956211541492,0.0227870212522056,0.000491759609132048,2018
325,0.00203772913292532,0.0025821332578071,0.0243391928545736,0.590113720851102,0.371153583922114,0.00250046189935312,0.00184559527711189,0.00204969160958124,0.00145975076485919,0.00158330376997789,0.000334836660594189,2018
326,0.245307909892741,0.734296956575383,0.000711461457801952,0.0154852411622802,0.00110224292965188,0.000566503028968276,0.000477042031463496,0.000504443571328724,0.000698581192087992,0.000522416556502273,0.000327201601791062,2018
