"","dist","Age","stock","RRpas","MGpas","MGps","MGpsa","ob.ps","RRps","m.ps","difM","dif","h","RRas","CMG","CMG2","CRR","year"
"64",321,"1.5","Togiak",0,0.0561454334185332,0.000496312806556791,2.78656976352997e-05,0,0,0,0,0.0561454334185332,2772643,0,77.2616314886302,0,0,2018
"65",321,"1.5","Ugashik",6.58774700556366e-05,0.000241409458056972,0.747751688057309,0.000180514329775101,0.9400083783,0.9398230342,0.94292327279785,0.00291489449784965,0.000175531988001336,2772643,171.6630633,500.501792850626,631.138379348912,171.663100198814,2018
"66",321,"1.5","Wood",0,0.000272358073242376,0.155127547989485,4.22502400772304e-05,0,0,0,0,0.000272358073242376,2772643,0,117.144832398452,0,0,2018
"67",321,"2.1","Alagnak",1.11385495928715e-07,0.00349164779086856,0.000788253381935374,2.75230317967932e-06,0.0001999428593,3.296577224e-05,0.000993996363444533,0.000794053504144533,0.00349153640537263,2772643,1.018089029e-05,7.6311541450156,9.6229710431513,1.01808924794578e-05,2018
"68",321,"2.1","Egegik",0.000141982147778821,0.000628515602110539,0.0182389038128095,1.14634356117442e-05,0.03341337021,0.03402008735,0.0229994624553779,0.0104139077546221,0.000486533454331718,2772643,13.3925423,31.7840145048532,40.0799990935942,13.3925451804447,2018
"69",321,"2.1","Igushik",0,0.0299221763700137,0.00151854840346528,4.54382731548908e-05,0,0,0,0,0.0299221763700137,2772643,0,125.984109994996,0,0,2018
"70",321,"2.1","Kuskokwim",0,0.0730481596975687,0.000631470073019541,4.61277267381668e-05,0,0,0,0,0.0730481596975687,2772643,0,127.895718646491,0,0,2018
"71",321,"2.1","Kvichak",8.30792885539629e-06,0.0279041669582503,0.00254273954259271,7.09530287278521e-05,0.001532527244,0.00142003374,0.00320642310765372,0.00167389586365372,0.0278958590293949,2772643,0.03271035767,196.727418431078,248.075483076525,0.0327103647135131,2018
"72",321,"2.1","Naknek",4.08495648250852e-06,0.000319186219218627,0.0236927670927282,7.56240475115543e-06,0.02484578143,0.02470387891,0.0298768452756743,0.00503106384567429,0.000315101262736119,2772643,0.2797991849,20.9678485964579,26.4406924623172,0.279799245137726,2018
"73",321,"2.1","North Peninsula",0,0.0752590159361809,0.000477993471517557,3.59733182903303e-05,0,0,0,0,0.0752590159361809,2772643,0,99.7411691444562,0,0,2018
"74",321,"2.1","Nushagak",0,0.00071595068337116,0.0487337753685807,3.4890979778392e-05,0,0,0,0,0.00071595068337116,2772643,0,96.7402308457,0,0,2018
"75",321,"2.1","Togiak",0,0.0377993907570967,0.000496312806556791,1.87603217127915e-05,0,0,0,0,0.0377993907570967,2772643,0,52.0156746747193,0,0,2018
"76",321,"2.1","Ugashik",8.72725023883298e-11,4.62495376952361e-05,0.747751688057309,3.45831698834829e-05,0.9400083783,0.9398230342,0.94292327279785,0.00291489449784965,4.62494504227337e-05,2772643,0.000227414093,95.8867838952497,120.914310903755,0.000227414141882446,2018
"77",321,"2.1","Wood",0,0.000181441755668332,0.155127547989485,2.81466146597356e-05,0,0,0,0,0.000181441755668332,2772643,0,78.0405141100132,0,0,2018
"78",321,"2.2","Alagnak",8.08417501195992e-07,0.0141197375431342,0.000788253381935374,1.11299308704154e-05,0.0001999428593,3.296577224e-05,0.000993996363444533,0.000794053504144533,0.014118929125633,2772643,7.389121734e-05,30.8593249183412,38.9139551445645,7.38912332307224e-05,2018
"79",321,"2.2","Egegik",0.06709989998682,0.0830539657720907,0.0182389038128095,0.00151481329298954,0.03341337021,0.03402008735,0.0229994624553779,0.0104139077546221,0.0159540657852708,2772643,6329.234083,4200.03647311439,5296.29314162889,6329.23544428064,2018
"80",321,"2.2","Igushik",0,0.0472066820911059,0.00151854840346528,7.16856317223419e-05,0,0,0,0,0.0472066820911059,2772643,0,198.758664995529,0,0,2018
"81",321,"2.2","Kuskokwim",0,0.0804762748580954,0.000631470073019541,5.08183591609821e-05,0,0,0,0,0.0804762748580954,2772643,0,140.901167799183,0,0,2018
"82",321,"2.2","Kvichak",0.00263390682448073,0.0445370170275063,0.00254273954259271,0.000113246034304965,0.001532527244,0.00142003374,0.00320642310765372,0.00167389586365372,0.0419031102030255,2772643,10.37033848,313.990824293422,395.945954251803,10.3703407130424,2018
"83",321,"2.2","Naknek",0.02817544588492,0.021890633391674,0.0236927670927282,0.000518649678461232,0.02484578143,0.02470387891,0.0298768452756743,0.00503106384567429,0.00628481249324596,2772643,1929.877791,1438.03040043779,1813.3724780835,1929.87820648173,2018
"84",321,"2.2","North Peninsula",0,0.0996357130367607,0.000477993471517557,4.76252203615684e-05,0,0,0,0,0.0996357130367607,2772643,0,132.04773385896,0,0,2018
"85",321,"2.2","Nushagak",0,0.00535450205960812,0.0487337753685807,0.000260945100583545,0,0,0,0,0.00535450205960812,2772643,0,723.507606517261,0,0,2018
"86",321,"2.2","Togiak",0,0.0458023345568238,0.000496312806556791,2.27322852107503e-05,0,0,0,0,0.0458023345568238,2772643,0,63.0285114635904,0,0,2018
"87",321,"2.2","Ugashik",0.00938358984092967,0.0190255017341242,0.747751688057309,0.0142263510378286,0.9400083783,0.9398230342,0.94292327279785,0.00291489449784965,0.00964191189319455,2772643,24451.69457,39444.5926205783,49740.0740941197,24451.6998258688,2018
"88",321,"2.2","Wood",0,0.0049705537760943,0.155127547989485,0.000771069819435385,0,0,0,0,0.0049705537760943,2772643,0,2137.90133736878,0,0,2018
"89",321,"2.3","Alagnak",0.00498211458729912,0.0449078557030142,0.000788253381935374,3.53987691333667e-05,0.0001999428593,3.296577224e-05,0.000993996363444533,0.000794053504144533,0.039925741115715,2772643,0.4553767221,98.1481494462452,123.765918249339,0.455376820031329,2018
"90",321,"2.3","Egegik",0.233399401005447,0.221459241354127,0.0182389038128095,0.00403917380151568,0.03341337021,0.03402008735,0.0229994624553779,0.0104139077546221,0.0119401596513199,2772643,22015.52378,11199.1869665558,14122.3004853591,22015.5285150605,2018
"91",321,"2.3","Igushik",0,0.051895078489882,0.00151854840346528,7.88051885885157e-05,0,0,0,0,0.051895078489882,2772643,0,218.498654503628,0,0,2018
"92",321,"2.3","Kuskokwim",0,0.0798894641329093,0.000631470073019541,5.04478057495002e-05,0,0,0,0,0.0798894641329093,2772643,0,139.873755476712,0,0,2018
"93",321,"2.3","Kvichak",0.020144855292563,0.0554191398051281,0.00254273954259271,0.000140916438198973,0.001532527244,0.00142003374,0.00320642310765372,0.00167389586365372,0.0352742845125651,2772643,79.31524611,390.710975957315,492.690926749841,79.315263188932,2018
"94",321,"2.3","Naknek",0.0585009205062229,0.0637495057365704,0.0236927670927282,0.00151040219169311,0.02484578143,0.02470387891,0.0298768452756743,0.00503106384567429,0.00524858523034752,2772643,4007.021848,4187.80606398255,5280.87045841675,4007.02271066829,2018
"95",321,"2.3","North Peninsula",0,0.0848630479922551,0.000477993471517557,4.05639829133791e-05,0,0,0,0,0.0848630479922551,2772643,0,112.4694432769,0,0,2018
"96",321,"2.3","Nushagak",0,0.00453597517050663,0.0487337753685807,0.00022105519503693,0,0,0,0,0.00453597517050663,2772643,0,612.907139132778,0,0,2018
"97",321,"2.3","Togiak",0,0.0449860507067382,0.000496312806556791,2.23271530821674e-05,0,0,0,0,0.0449860507067382,2772643,0,61.9052247031998,0,0,2018
"98",321,"2.3","Ugashik",0.0174653219388754,0.0292334061699538,0.747751688057309,0.0218593288112479,0.9400083783,0.9398230342,0.94292327279785,0.00291489449784965,0.0117680842310784,2772643,45511.01709,60608.1150132047,76427.5134100125,45511.0268725504,2018
"99",321,"2.3","Wood",0,0.00275808988632939,0.155127547989485,0.000427855721200876,0,0,0,0,0.00275808988632939,2772643,0,1186.29117039756,0,0,2018
"100",321,"2.4","Alagnak",3.72112896831765e-06,0.00437183890075292,0.000788253381935374,3.44611679879512e-06,0.0001999428593,3.296577224e-05,0.000993996363444533,0.000794053504144533,0.0043681177717846,2772643,0.0003401197388,9.55485161936169,12.0487751534649,0.000340119811944665,2018
"101",321,"2.4","Egegik",3.48081165575526e-07,0.000431567082650603,0.0182389038128095,7.87131050923916e-06,0.03341337021,0.03402008735,0.0229994624553779,0.0104139077546221,0.000431219001485027,2772643,0.03283294278,21.8243339842684,27.5207301511334,0.0328329498416521,2018
"102",321,"2.4","Igushik",0,0.0469063058559569,0.00151854840346528,7.12294958700174e-05,0,0,0,0,0.0469063058559569,2772643,0,197.493963117533,0,0,2018
"103",321,"2.4","Kuskokwim",0,0.110305387010509,0.000631470073019541,6.96545507899747e-05,0,0,0,0,0.110305387010509,2772643,0,193.127202665968,0,0,2018
"104",321,"2.4","Kvichak",1.31636714784641e-07,0.0462433042563648,0.00254273954259271,0.000117584678312805,0.001532527244,0.00142003374,0.00320642310765372,0.00167389586365372,0.04624317261965,2772643,0.0005182860973,326.02033523125,411.115302586039,0.000518286208902415,2018
"105",321,"2.4","Naknek",4.72995390406941e-06,0.00171247731088035,0.0236927670927282,4.05733260782696e-05,0.02484578143,0.02470387891,0.0298768452756743,0.00503106384567429,0.00170774735697628,2772643,0.3239782976,112.495348537632,141.85789736326,0.32397836734901,2018
"106",321,"2.4","North Peninsula",0,0.112138033650569,0.000477993471517557,5.36012479937881e-05,0,0,0,0,0.112138033650569,2772643,0,148.617125041241,0,0,2018
"107",321,"2.4","Nushagak",0,0.00069846770558791,0.0487337753685807,3.40389682663292e-05,0,0,0,0,0.00069846770558791,2772643,0,94.3779070908597,0,0,2018
"108",321,"2.4","Togiak",0,0.0541939859444853,0.000496312806556791,2.68971692626068e-05,0,0,0,0,0.0541939859444853,2772643,0,74.5762480757819,0,0,2018
"109",321,"2.4","Ugashik",0.00124049508719449,0.000204425505071044,0.747751688057309,0.000152859516498841,0.9400083783,0.9398230342,0.94292327279785,0.00291489449784965,0.00103606958212344,2772643,3232.473659,423.824868403896,534.44791685698,3232.47435381718,2018
"110",321,"2.4","Wood",0,0.000210811068684047,0.155127547989485,3.27026041739991e-05,0,0,0,0,0.000210811068684047,2772643,0,90.6726465448094,0,0,2018
"111",321,"3.3","Alagnak",6.60025462055609e-08,0.00465218925102861,0.000788253381935374,3.66710391052669e-06,0.0001999428593,3.296577224e-05,0.000993996363444533,0.000794053504144533,0.0046521232484824,2772643,6.032784396e-06,10.1675699877945,12.8214198943508,6.03278569338426e-06,2018
"112",321,"3.3","Egegik",0.00402457869128113,0.00219481229315912,0.0182389038128095,4.00309703021011e-05,0.03341337021,0.03402008735,0.0229994624553779,0.0104139077546221,0.00182976639812201,2772643,379.6205453,110.991589591329,139.961640450981,379.620626948126,2018
"113",321,"3.3","Igushik",0,0.0312022151055958,0.00151854840346528,4.73820739331828e-05,0,0,0,0,0.0312022151055958,2772643,0,131.373575616322,0,0,2018
"114",321,"3.3","Kuskokwim",0,0.0714864365656631,0.000631470073019541,4.51415453180261e-05,0,0,0,0,0.0714864365656631,2772643,0,125.161389635208,0,0,2018
"115",321,"3.3","Kvichak",9.61723057103769e-06,0.0180155055354508,0.00254273954259271,4.58087383047887e-05,0.001532527244,0.00142003374,0.00320642310765372,0.00167389586365372,0.0180058883048798,2772643,0.0378654003,127.011277599604,160.162646864231,0.0378654084535471,2018
"116",321,"3.3","Naknek",9.42021237169383e-06,0.000176360223002769,0.0236927670927282,4.17846168802621e-06,0.02484578143,0.02470387891,0.0298768452756743,0.00503106384567429,0.000166940010631075,2772643,0.6452376554,11.5853825500741,14.6092974515541,0.645237794312661,2018
"117",321,"3.3","North Peninsula",0,0.0749680749615716,0.000477993471517557,3.58342504038701e-05,0,0,0,0,0.0749680749615716,2772643,0,99.3555835425375,0,0,2018
"118",321,"3.3","Nushagak",0,0.000690210867909981,0.0487337753685807,3.36365813936781e-05,0,0,0,0,0.000690210867909981,2772643,0,93.2622319451119,0,0,2018
"119",321,"3.3","Togiak",0,0.0363841156272513,0.000496312806556791,1.80579025410479e-05,0,0,0,0,0.0363841156272513,2772643,0,50.0681170751187,0,0,2018
"120",321,"3.3","Ugashik",7.72774962493243e-08,0.000110664676220577,0.747751688057309,8.2749698452252e-05,0.9400083783,0.9398230342,0.94292327279785,0.00291489449784965,0.000110587398724328,2772643,0.201369174,229.435372165747,289.320579910932,0.201369217284115,2018
"121",321,"3.3","Wood",0,0.000102660364541718,0.155127547989485,1.59254506270635e-05,0,0,0,0,0.000102660364541718,2772643,0,44.1555892029731,0,0,2018
"122",324,"0.3","Alagnak",0,2.2250738585072e-308,0.137602323116249,3.06175332035827e-309,0.1836676505,0.1799361935,0.140556303543464,0.0431113469565359,2.2250738585072e-308,5864088,0,1.79543909048731e-302,1.83398271250941e-302,0,2018
"123",324,"0.3","Egegik",0,2.2250738585072e-308,0.0466956211541492,1.03901205936853e-309,0.06303969552,0.07248686595,0.0476980602685635,0.0153416352514365,2.2250738585072e-308,5864088,0,6.09285814919829e-303,6.22365669468015e-303,0,2018
"124",324,"0.3","Igushik",0,2.225073858513e-308,0.00437895104060913,9.74348948816752e-311,0,0,0,0,2.225073858513e-308,5864088,0,5.71366797856893e-304,0,0,2018
"125",324,"0.3","Kuskokwim",0,7.63022320830301e-49,0.000442915471751291,3.37954391187318e-52,0,0,0,0,7.63022320830301e-49,5864088,0,1.98179428990886e-45,0,0,2018
"126",324,"0.3","Kvichak",0,2.2250738585072e-308,0.322927263503929,7.18537012221859e-309,0.3462911505,0.3383178409,0.329859710530995,0.0164314399690046,2.2250738585072e-308,5864088,0,4.21356427092606e-302,4.30401904017157e-302,0,2018
"127",324,"0.3","Naknek",0,1.84747168839252e-186,0.448971421277692,8.29461989707885e-187,0.4063916556,0.4088684225,0.458609723602811,0.0522180680028115,1.84747168839252e-186,5864088,0,4.86403810030213e-180,4.96845692856117e-180,0,2018
"128",324,"0.3","North Peninsula",0,3.2951785761109e-102,0.000491759609132048,1.6204357286086e-105,0,0,0,0,3.2951785761109e-102,5864088,0,9.50237771090493e-99,0,0,2018
"129",324,"0.3","Nushagak",0,3.27276291842969e-188,0.00402386875285625,1.31691684429759e-190,0,0,0,0,3.27276291842969e-188,5864088,0,7.72251626364334e-184,0,0,2018
"130",324,"0.3","Togiak",0,5.76722535484623e-23,0.000467254637825693,2.69476279443782e-26,0,0,0,0,5.76722535484623e-23,5864088,0,1.58023261657093e-19,0,0,2018
"131",324,"0.3","Ugashik",0,2.2250738585072e-308,0.0227870212522056,5.07028053015309e-310,0.0006098478455,0.0003906771942,0.0232762020541655,0.0226663542086655,2.2250738585072e-308,5864088,0,2.97325712135043e-303,3.03708557382595e-303,0,2018
