"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"1988","0","53519.9505344395","450950.245648164","110429.81411821","0","0","206199.488894642","1651453.31197424","72228.5291943184","0","0","5343.42696160615","7213.85639179295","0","0","0","0","0","534459.8784","2557338.62371741","4.78490290304533"
"1989","0","87497.3427589635","463980.437262671","19981.3658297456","0","0","105904.23479021","693606.135894039","22474.6764560016","0","0","1126.02302647214","3919.95069701234","0","0","231.9033956655","0","0","567863.3443","1398722.07011078","2.46313146314273"
"1990","0","108080.063342607","588589.891074616","113334.825345717","0","0","37828.3554258622","292042.135124859","8432.66960914471","6.13404510585651e-05","0","13238.5024945542","21790.5066473849","5910.23794654447","0","0","2.44795695475372e-09","0","752513.138","1189247.18707263","1.58036734113821"
"1991","0","13533.5770666743","138115.692666251","4627.14143638916","0","400.641155600087","124515.362637432","1073214.74422365","124084.288188229","0","188.803990537683","2430.01136919642","10371.3837310479","2.15501925871555e-09","0","0","0","0","544748.2476","1491481.64646501","2.73792830548062"
"1992","0","102933.035218081","340637.756540837","1046.6249028997","0","0","130535.065050283","567660.163538025","56241.8938024046","0","0","9026.60558420404","4492.95335600579","1.08732589138028e-09","0","2.46278286859602e-09","0","0","768816.1441","1212574.09799274","1.57719645626357"
"1993","0","41500.7619715601","49450.2596423759","2.15501925871555e-09","0","0","48386.2812549938","828614.678953225","102421.804362105","0","0","772.89449780223","3131.50573202792","0","0","0","0","0","790926.9579","1074278.18641409","1.35825208090823"
"1994","0","1503.92121771713","28616.3343658414","0","0","207.106907548087","70182.1556904351","277738.128173881","7773.98101232732","0","1.84723317531898e-09","5624.84341663388","34268.7231677444","0","0","0","0","0","563334.117","425915.19395213","0.75606142269585"
"1995","0","2075.99492738091","0","0","0","563.012797564585","62890.7641215736","925448.81908919","186961.535385557","0","0","13338.3822432371","7198.5385994329","0","0","0","0","0","311136.3458","1198477.04716394","3.85193521535515"
"1996","0","0","0","0","0","0","363788.390887271","1857241.2856885","99273.3821853714","0","0","4811.35786109076","10398.0178138945","0","0","0","0","0","557057.3491","2335512.43443613","4.19258885680166"
"1997","0","0","0","0","0","0","37572.1894059692","423104.905511225","27111.8709231252","3141.60029789592","0","4075.14617142039","49296.1695587795","2.41201416300435e-09","0","0","3.37647331591093e-09","0","412591.0367","544301.881868421","1.31922856643197"
"1998","0","0","0","0","0","5.31089533943836e-09","154933.593198501","2237868.76198425","207961.100099931","0","9.26228294456243e-10","7352.29999281718","57380.1195988202","5.12534700161994e-09","0","0","0","0","507532.2674","2665495.87487433","5.25187470055687"
"1999","0","0","0","0","0","0","88030.5658390268","1540402.64509258","77948.2425410116","0","1.00204656573684e-09","13097.8758619131","34236.3291621872","0","0","0","0","3.06543346439942e-09","344972.2727","1753715.65849672","5.08364235992327"
"2000","0","0","0","0","0","1.00204656573684e-09","240485.342231469","3299219.83466898","374845.074158252","1084.2095421398","0","5166.52049467201","13639.5219661207","4214.59792625993","0","0","0","0","446286.4967","3938655.10098789","8.82539608550046"
"2001","0","0","0","6241.04597162867","0","0","256405.375229429","2113325.08612488","257535.385219123","363.262869969437","0","4763.34463212569","24209.8880194185","0","1.76773704071167e-09","0","0","0","897112.175","2662843.38806658","2.9682390477719"
"2002","0","0","31274.8357457164","0","0","1.71084071656003e-09","179949.038081643","1763507.71788896","68318.7510816335","0","0","30293.1040794289","9868.0250724863","0","0","0","0","0","349155.3099","2083211.47194987","5.96643216609398"
"2003","0","7788.32405084639","0","18955.0266929848","0","1.76773704071167e-09","388618.202920449","1542622.00735137","216438.590179294","0","0","1.13959102027859e-09","22260.4614585726","0","0","0","0","0","642092.8998","2196682.61265352","3.42112895709911"
"2004","0","0","66748.8402294358","0","0","1.22614017662066e-09","194590.815556188","1474123.86197733","79377.8590575187","0","0","5760.26466354301","15494.3821775733","0","0","0","0","0","543872.2652","1836096.02366159","3.37596921399623"
"2005","0","5025.39431623966","0","9543.30228758461","0","2408.64968820994","359162.588976833","975338.19625788","37100.3411797458","0","0","8747.68063347035","20912.9841946361","3.16229685888856e-09","0","0","0","0","1106703","1418239.1375346","1.28149931601758"
"2006","0","0","7279.4335735332","1441.06633161757","0","1.11273526461665e-09","104739.84738397","1017213.64630729","94202.7980222004","0","0","5282.21390168137","7389.68115603746","0","0","0","0","0","548410","1237548.68667633","2.25661218190101"
"2007","0","4695.94203598953","53636.4851208468","9820.69061013296","0","1034.01659746382","30883.2395986522","750291.528712679","54919.0992036652","0","0","2.31901663184467e-09","6508.40004737589","0","0","0","0","0","518041","911789.401926808","1.76007188992147"
"2008","0","2.62875280433677e-09","10874.5141313424","0","0","1273.49879457973","163553.36749","1834254.07695218","142193.491121591","0","0","4818.23517211493","12278.8895372639","3.79699854535823e-09","0","0","0","0","492546","2169246.07319908","4.40414920271219"
"2009","0","997.351974287981","11306.5998950938","3408.36351706138","0","627.124100971048","97897.267389993","1139868.37365865","25692.7525796607","0","0","4712.67152989119","3.32235556855384e-09","4.88459177738353e-09","0","0","0","0","484149","1284510.50464561","2.65313055411787"
"2010","0","0","4532.58768084079","0","0","1.62017855878646e-09","203017.832787787","2223152.68351992","19266.6527245072","0","1.04438290720392e-09","2100.98450704804","5461.15357365943","0","0","0","0",NA,"468696",NA,NA
"2011","0","0","18244.6772352462","6.51278903617235e-09","0","1.04438290720392e-09","206794.29720728","2732586.34313951","102964.440823857",NA,"0","4385.02569168246","36613.5960863456",NA,"0","0",NA,NA,"428191",NA,NA
"2012","0","0","4.34103557118013e-09","0",NA,"9.49381656666666e-10","592712.661021786","4399753.83930298",NA,NA,"0","52354.5832413102",NA,NA,"0",NA,NA,NA,"432438",NA,NA
"2013","0","0","0",NA,NA,"5629.05476954717","3552552.36038972",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"894148",NA,NA
"2014","0","0",NA,NA,NA,"12578.6778943397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"618477",NA,NA
"2015","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"796684",NA,NA
"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"680512",NA,NA
"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2852308",NA,NA
