DistrictID,Stream,District,System,Year,Type,SumOfTotal
325,700,Nushagak,Nush-mul,2008,Escapement,492546
325,700,Nushagak,Nush-mul,2009,Escapement,484149
325,700,Nushagak,Nush-mul,2010,Escapement,468696
325,700,Nushagak,Nush-mul,2011,Escapement,428191
325,800,Nushagak,Nuyakuk,1956,Escapement,30000
325,800,Nushagak,Nuyakuk,1957,Escapement,67000
325,800,Nushagak,Nuyakuk,1958,Escapement,196000
325,800,Nushagak,Nuyakuk,1959,Escapement,48861
325,800,Nushagak,Nuyakuk,1960,Escapement,145500
325,800,Nushagak,Nuyakuk,1961,Escapement,79788
325,800,Nushagak,Nuyakuk,1962,Escapement,37890
325,800,Nushagak,Nuyakuk,1963,Escapement,166608
325,800,Nushagak,Nuyakuk,1964,Escapement,103224
325,800,Nushagak,Nuyakuk,1965,Escapement,203070
325,800,Nushagak,Nuyakuk,1966,Escapement,161010
325,800,Nushagak,Nuyakuk,1967,Escapement,20250
325,800,Nushagak,Nuyakuk,1968,Escapement,96642
325,800,Nushagak,Nuyakuk,1969,Escapement,69828
325,800,Nushagak,Nuyakuk,1970,Escapement,364648
325,800,Nushagak,Nuyakuk,1971,Escapement,224382
325,800,Nushagak,Nuyakuk,1972,Escapement,28596
325,800,Nushagak,Nuyakuk,1973,Escapement,110016
325,800,Nushagak,Nuyakuk,1974,Escapement,154614
325,800,Nushagak,Nuyakuk,1975,Escapement,669918
325,800,Nushagak,Nuyakuk,1976,Escapement,425220
325,800,Nushagak,Nuyakuk,1977,Escapement,232554
325,800,Nushagak,Nuyakuk,1978,Escapement,576666
325,800,Nushagak,Nuyakuk,1979,Escapement,360120
325,800,Nushagak,Nuyakuk,1980,Escapement,3026568
325,800,Nushagak,Nuyakuk,1981,Escapement,834204
325,800,Nushagak,Nuyakuk,1982,Escapement,537864
325,800,Nushagak,Nuyakuk,1983,Escapement,318606
325,800,Nushagak,Nuyakuk,1984,Escapement,472596
325,800,Nushagak,Nuyakuk,1985,Escapement,429162
325,800,Nushagak,Nuyakuk,1986,Escapement,821898
325,800,Nushagak,Nuyakuk,1987,Escapement,163000
325,800,Nushagak,Nuyakuk,1988,Escapement,319992
325,800,Nushagak,Nuyakuk,1989,Escapement,0
325,800,Nushagak,Nuyakuk,1995,Escapement,69702
325,800,Nushagak,Nuyakuk,1996,Escapement,250692
325,800,Nushagak,Nuyakuk,1997,Escapement,272982
325,800,Nushagak,Nuyakuk,1998,Escapement,146250
325,800,Nushagak,Nuyakuk,1999,Escapement,81006
325,800,Nushagak,Nuyakuk,2000,Escapement,129468
325,800,Nushagak,Nuyakuk,2001,Escapement,184044
325,800,Nushagak,Nuyakuk,2002,Escapement,68928
325,800,Nushagak,Nuyakuk,2003,Escapement,116646
325,800,Nushagak,Nuyakuk,2004,Escapement,77406
325,800,Nushagak,Nuyakuk,2005,Escapement,251016
325,800,Nushagak,Nuyakuk,2006,Escapement,170760
321,100,Ugashik,Ugashik,2012,Escapement,670578
322,100,Egegik,Egegik,2012,Escapement,1233900
324,100,Naknek_Kvichak,Kvichak,2012,Escapement,4164444
324,600,Naknek_Kvichak,Naknek,2012,Escapement,900312
324,500,Naknek_Kvichak,Alagnak,2012,Escapement,861747
325,100,Nushagak,Igushik,2012,Escapement,193326
325,300,Nushagak,Wood,2012,Escapement,764211
325,700,Nushagak,Nush-mul,2012,Escapement,432438
321,100,Ugashik,Ugashik,2013,Escapement,898110
322,100,Egegik,Egegik,2013,Escapement,1113630
324,100,Naknek_Kvichak,Kvichak,2013,Escapement,2088576
324,600,Naknek_Kvichak,Naknek,2013,Escapement,938160
324,500,Naknek_Kvichak,Alagnak,2013,Escapement,1095950
325,100,Nushagak,Igushik,2013,Escapement,387036
325,300,Nushagak,Wood,2013,Escapement,1183348
325,700,Nushagak,Nush-mul,2013,Escapement,894148
321,100,Ugashik,Ugashik,2014,Escapement,640158
322,100,Egegik,Egegik,2014,Escapement,1382466
324,100,Naknek_Kvichak,Kvichak,2014,Escapement,4458540
324,600,Naknek_Kvichak,Naknek,2014,Escapement,1474428
324,500,Naknek_Kvichak,Alagnak,2014,Escapement,200500
325,100,Nushagak,Igushik,2014,Escapement,340590
325,300,Nushagak,Wood,2014,Escapement,2764614
325,700,Nushagak,Nush-mul,2014,Escapement,618477
321,100,Ugashik,Ugashik,2015,Escapement,1564638
322,100,Egegik,Egegik,2015,Escapement,2160792
324,100,Naknek_Kvichak,Kvichak,2015,Escapement,7348572
324,500,Naknek_Kvichak,Alagnak,2015,Escapement,5770650
324,600,Naknek_Kvichak,Naknek,2015,Escapement,1920954
325,100,Nushagak,Igushik,2015,Escapement,651172
325,300,Nushagak,Wood,2015,Escapement,1941474
325,700,Nushagak,Nush-mul,2015,Escapement,796684
321,100,Ugashik,Ugashik,2016,Escapement,1635270
322,100,Egegik,Egegik,2016,Escapement,1837260
324,100,Naknek_Kvichak,Kvichak,2016,Escapement,4462728
324,500,Naknek_Kvichak,Alagnak,2016,Escapement,1775820
324,600,Naknek_Kvichak,Naknek,2016,Escapement,1691910
325,100,Nushagak,Igushik,2016,Escapement,469230
325,300,Nushagak,Wood,2016,Escapement,1309707
325,700,Nushagak,Nush-mul,2016,Escapement,680512
321,100,Ugashik,Ugashik,2017,Escapement,1186446
322,100,Egegik,Egegik,2017,Escapement,2600982
324,100,Naknek_Kvichak,Kvichak,2017,Escapement,3163404
324,500,Naknek_Kvichak,Alagnak,2017,Escapement,2041824
324,600,Naknek_Kvichak,Naknek,2017,Escapement,1899972
325,100,Nushagak,Igushik,2017,Escapement,578700
325,300,Nushagak,Wood,2017,Escapement,4274224
325,700,Nushagak,Nush-mul,2017,Escapement,2852308
321,100,Ugashik,Ugashik,2018,Escapement,1167792
322,100,Egegik,Egegik,2018,Escapement,1608357
324,100,Naknek_Kvichak,Kvichak,2018,Escapement,4398708
324,500,Naknek_Kvichak,Alagnak,2018,Escapement,1581426
324,600,Naknek_Kvichak,Naknek,2018,Escapement,2221152
325,100,Nushagak,Igushik,2018,Escapement,770772
325,300,Nushagak,Wood,2018,Escapement,7507254
325,700,Nushagak,Nush-mul,2018,Escapement,1247460
321,100,Ugashik,Ugashik,2019,Escapement,1547748
322,100,Egegik,Egegik,2019,Escapement,2340210
324,100,Naknek_Kvichak,Kvichak,2019,Escapement,2371242
324,500,Naknek_Kvichak,Alagnak,2019,Escapement,820458
324,600,Naknek_Kvichak,Naknek,2019,Escapement,2911470
325,100,Nushagak,Igushik,2019,Escapement,256074
325,300,Nushagak,Wood,2019,Escapement,2073276
325,700,Nushagak,Nush-mul,2019,Escapement,709431
321,100,Ugashik,Ugashik,2020,Escapement,1745940
322,100,Egegik,Egegik,2020,Escapement,2389728
324,100,Naknek_Kvichak,Kvichak,2020,Escapement,4030968
324,500,Naknek_Kvichak,Alagnak,2020,Escapement,2386518
324,600,Naknek_Kvichak,Naknek,2020,Escapement,4112160
325,100,Nushagak,Igushik,2020,Escapement,323814
325,300,Nushagak,Wood,2020,Escapement,2243886
325,700,Nushagak,Nush-mul,2020,Escapement,1228059
321,100,Ugashik,Ugashik,2021,Escapement,2859930
322,100,Egegik,Egegik,2021,Escapement,1832196
324,100,Naknek_Kvichak,Kvichak,2021,Escapement,4703520
324,500,Naknek_Kvichak,Alagnak,2021,Escapement,3236904
324,600,Naknek_Kvichak,Naknek,2021,Escapement,2796534
325,100,Nushagak,Igushik,2021,Escapement,878952
325,300,Nushagak,Wood,2021,Escapement,4410156
325,700,Nushagak,Nush-mul,2021,Escapement,4697299
