"","Escapement","District Catches","EscapementObsError","OffshoreCatch","Extra Catches","Total Esc","Total Catch no Offshore","Total Catch","Run Size","Run Size no Offshore"
"1999",1666464.9787465,3372389.959151,-4422.97900000005,191406.578368574,607.54155704,1662041.9997465,3372997.50070804,3564404.07907662,5226446.07882312,5035039.50045455
"2000",633247.169915701,1554923.10406745,5172.82999999996,110647.952515399,498.9125488,638419.999915701,1555422.01661625,1666069.96913165,2304489.96904735,2193842.01653195
"2001",859038.391031901,589045.021038257,7329.60889999999,11845.3723204272,981.46198379,866367.999931901,590026.483022047,601871.855342475,1468239.85527438,1456394.48295395
"2002",907115.398783172,1499942.77467662,-1531.39879999997,95428.3902612572,444.5254222,905583.999983173,1500387.30009882,1595815.69036007,2501399.69034325,2405971.30008199
"2003",772691.556092842,1700512.46667679,17510.4439,50470.3138506995,983.5457424,790201.999992842,1701496.01241919,1751966.32626989,2542168.32626273,2491698.01241203
"2004",815434.991381901,3256123.73912333,-330.991500000004,132450.823492797,648.0171965,815103.999881901,3256771.75631983,3389222.57981263,4204326.57969453,4071875.75620173
"2005",811673.045285003,2200761.83168539,-12061.0453,89580.8764578892,1508.7329568,799611.999985003,2202270.56464219,2291851.44110008,3091463.44108508,3001882.56462719
"2006",1011467.32285932,2688226.71189846,-8309.32299999997,87931.5233222062,1803.6414895,1003157.99985932,2690030.35338796,2777961.87671016,3781119.87656948,3693188.35324728
"2007",2564274.42149001,4519486.12487499,34911.5789999999,287885.561509086,519.6300698,2599186.00049001,4520005.75494479,4807891.31645388,7407077.31694388,7119191.7554348
"2008",598953.776838793,2211747.88126933,-2621.77690000006,124174.465082165,268.0948735,596331.999938793,2212015.97614283,2336190.44122499,2932522.44116378,2808347.97608162
"2009",1369548.928774,2375451.0444082,-5210.929,113609.859035544,255.3037346,1364337.999774,2375706.3481428,2489316.20717834,3853654.20695234,3740044.3479168
"2010",825126.880853371,4052416.42874075,5759.11910000001,107145.796169779,335.8438164,830885.999953371,4052752.27255715,4159898.06872693,4990784.0686803,4883638.27251052
"2011",1037832.90465916,2987472.0226463,-7979.90500000003,191234.307908442,135.7237647,1029852.99965916,2987607.746411,3178842.05431944,4208695.0539786,4017460.74607016
"2012",697168.422142702,2078598.78019186,-2150.42209999997,150677.953090291,816.7285847,695018.000042702,2079415.50877656,2230093.46186686,2925111.46190956,2774433.50881927
"2013",888697.704032204,1573400.22965052,9412.29590000003,166324.899673799,54.84633806,898109.999932204,1573455.07598858,1739779.97566238,2637889.97559458,2471565.07592078
"2014",640554.411634505,494454.821116543,-396.411599999992,18777.1631610958,904.1254777,640158.000034505,495358.946594243,514136.109755338,1154294.10978984,1135516.94662875
"2015",1517647.43588507,2603666.6872951,46990.564,81484.2863411358,123.1825524,1564637.99988507,2603789.8698475,2685274.15618863,4249912.1560737,4168427.86973256
"2016",1611372.40106191,5375812.35240566,23897.5989999999,184687.081342174,187.566959,1635270.00006191,5375999.91936466,5560687.00070683,7195957.00076874,7011269.91942656
"2017",1196230.81413278,5242104.47074593,-9784.81400000001,234315.246597845,168.7461183,1186446.00013278,5242273.21686423,5476588.46346208,6663034.46359485,6428719.21699701
"2018",2693897.21062468,3446912.01137556,-1526105.207,88314.9997556245,168684.4124106,1167792.00362468,3615596.42378616,3703911.42354179,4871703.42716647,4783388.42741084
"2019",1661500.9372678,2397610.02230577,-113752.937,47992.6597978742,1180.41759305,1547748.0002678,2398790.43989882,2446783.09969669,3994531.09996449,3946538.44016662
