"","Escapement","District Catches","EscapementObsError","OffshoreCatch","Extra Catches","Total Esc","Total Catch no Offshore","Total Catch","Run Size","Run Size no Offshore"
"2003",1870689.858716,210005.094972051,-39519.8589999999,42460.4385034311,2779562.179,1831169.999716,2989567.27397205,3032027.71247548,4863197.71219149,4820737.27368805
"2004",1959483.40989301,1035381.56762671,-19809.4099999999,97425.1776038415,995331.06253,1939673.99989301,2030712.63015671,2128137.80776055,4067811.80765356,3970386.63004972
"2005",2739908.41678,1805894.62320617,4713.5830000001,135178.696705662,4081881.09059,2744621.99978,5887775.71379617,6022954.41050183,8767576.41028184,8632397.71357618
"2006",1951332.16533001,1145269.10666416,1895.83499999996,73597.6717096522,2171773.20213,1953228.00033001,3317042.30879416,3390639.98050381,5343867.98083382,5270270.30912416
"2007",2936764.35735001,2237590.93151161,8539.64199999999,210286.918669185,3050696.24049,2945303.99935001,5288287.1720016,5498574.09067079,8443878.0900208,8233591.17135161
"2008",2473517.730622,6185978.88333685,-827.729999999981,382569.368933983,94045.34034,2472690.000622,6280024.22367685,6662593.59261084,9135283.59323284,8752714.22429886
"2009",1162978.8386792,3576697.56239437,6487.16100000008,143784.772137779,26008.95039,1169465.9996792,3602706.51278437,3746491.28492215,4915957.28460135,4772172.51246357
"2010",1459941.7885984,3681797.61000355,3986.21099999989,112949.435129774,180373.952,1463927.9995984,3862171.56200355,3975120.99713332,5439048.99673172,5326099.56160195
"2011",1168881.7705639,3988584.06140109,8192.22900000005,245021.042279319,116234.7097,1177073.9995639,4104818.77110109,4349839.81338041,5526913.81294431,5281892.77066499
"2012",898066.729991303,2116139.70686094,2245.27009999997,163621.234403671,146125.4525,900312.000091303,2262265.15936094,2425886.39376461,3326198.39385591,3162577.15945224
"2013",933483.313829287,1879867.77460427,4676.6862,190053.503160452,70834.26126,938160.000029287,1950702.03586427,2140755.53902472,3078915.53905401,2888862.03589356
"2014",1470713.221342,3572216.19176099,3714.7790000001,83428.3155166462,191461.0075,1474428.000342,3763677.19926099,3847105.51477763,5321533.51511964,5238105.19960299
"2015",1916937.89311636,3878497.52693916,4016.10700000008,114584.063493496,177886.3052,1920954.00011636,4056383.83213916,4170967.89563265,6091921.89574901,5977337.83225551
"2016",1691506.7188894,3094390.63810597,403.280999999959,126502.081418942,126489.894,1691909.9998894,3220880.53210597,3347382.61352491,5039292.61341431,4912790.53199537
"2017",1896184.62951211,3660690.31315673,3787.37000000011,202719.010830639,214940.0312,1899971.99951211,3875630.34435673,4078349.35518737,5978321.35469949,5775602.34386885
"2018",1810115.94515566,2740027.38838271,411036.055,67164.8757929627,1810656.9255,2221152.00015566,4550684.31388271,4617849.18967567,6839001.18983133,6771836.31403837
"2019",2873472.86911456,4393255.32466382,37997.1310000001,88158.683779326,1410776.57143,2911470.00011456,5804031.89609382,5892190.57987315,8803660.57998771,8715501.89620838
