"","0.1","0.2","0.3","0.4","0.5","1.1","1.2","1.3","1.4","1.5","2.1","2.2","2.3","2.4","3.1","3.2","3.3","3.4"
"Catch",0,0,0,0,0,15052.1976318,2800584.2807,420137.71913,8641.2279466,0,18757.5350301,1621419.6951,598664.26808,4.017400528e-09,0,0,0,0
"Escapement",5e-101,5e-101,5e-101,5e-101,5e-101,268577.5509,759905.3616,19045.23387,1.000017306e-195,5e-101,334692.1787,439953.0228,27138.00851,2.150987637e-183,5e-101,5e-101,5e-101,5e-101
"Reallocated Esc Obs Error",0,0,0,0,0,-2485.68224234807,-7032.91565467366,-176.263427237515,9.25482869571317e-08,0,-3097.57238480181,-4071.76032487134,-251.161966409834,4.3026694803498e-20,0,0,0,0
"Kvichak Set",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ARSHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NRSHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Naknek Set",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Offshore Catch",2.75054278315829e-102,2.75054278315829e-102,2.75054278315829e-102,2.75054278315829e-102,2.75054278315829e-102,15465.9756512046,195478.695094792,24150.1336352515,475.361343328018,2.75054278315829e-102,19273.1710788273,113173.886032858,34412.1020764908,2.21000640589301e-10,2.75054278315829e-102,2.75054278315829e-102,2.75054278315829e-102,2.75054278315829e-102
"Total",5.27505427831583e-101,5.27505427831583e-101,5.27505427831583e-101,5.27505427831583e-101,5.27505427831583e-101,296610.041940656,3748935.42174012,463156.823208014,9116.58929002057,5.27505427831583e-101,369625.312424125,2170474.84360799,659963.216700081,4.23840116863233e-09,5.27505427831583e-101,5.27505427831583e-101,5.27505427831583e-101,5.27505427831583e-101
