"","0.1","0.2","0.3","0.4","0.5","1.1","1.2","1.3","1.4","1.5","2.1","2.2","2.3","2.4","3.1","3.2","3.3","3.4"
"Catch",0.0000000193557709429,0.00000043441980608,0.0000005781618569,0.00000059569663441,0.0000000353581105437,0.00000350630908367,451235.80532,2663478.86271,0.00036700686313,0.0000000353581105437,0.00000341092439087,261257.297074,129901.559956,0.000086367018866,0.0000000193557709429,791.73839666,0.0000005781618569,0.00000059569663441
"Escapement",0.0000009806442291,0.000000565580194,0.0000004218381431,0.0000004043033656,0.0000009646418895,0.0001776442684,587473.2937,1943326.016,0.0002490900593,0.0000009646418895,0.0001728116813,340136.3168,94778.70629,0.00005861788433,0.0000009806442291,1030.78071,0.0000004218381431,0.0000004043033656
"Reallocated Esc Obs Error",0.000000000457106735877376,0.000000000263633342925925,0.000000000196631001274315,0.000000000188457532534106,0.000000000449647580997278,0.000000082805149169487,273.838352098965,905.84065626385,0.000000116108105842063,0.000000000449647580997278,0.0000000805525400690283,158.547408889022,44.1791057144006,0.0000000273234971141157,0.000000000457106735877376,0.480476804558669,0.000000000196631001274315,0.000000000188457532534106
"Kvichak Set",NA,0,0,0,0,0,79112.7075682865,438209.436501201,1695.5948257578,0,0,44364.9690352697,32115.7570080857,721.11506139882,0,0,0,NA
"ARSHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NRSHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Naknek Set",NA,0,0,0,0,0,35691.7205152019,314638.66807862,830.25397449942,0,207.6355641805,12961.9705976938,26826.0912698044,0,0,0,0,NA
"Offshore Catch",0.00000000710146606371671,0.00000000710009274699828,0.00000000709961714897381,0.00000000709955913195392,0.00000000710141311698945,0.00000128643467836776,8189.83818997424,38050.4334597404,17.9290384281197,0.00000000710141311698945,1.47384446036569,4676.86974638157,2013.52616117342,5.11863540341713,0.00000000710146606371671,12.940054689427,0.00000000709961714897381,0.00000000709955913195392
"Total",0.00000100755857284249,0.00000100736372616992,0.00000100729624815025,0.00000100728801667449,0.00000100755106074169,0.000182519817311207,1161977.20364556,5398609.25740583,2543.77845489837,0.00000100755106074169,209.109584944024,663555.970662234,285679.819790778,726.233841814464,0.00000100755857284249,1835.93963815399,0.00000100729624815025,0.00000100728801667449
