"","0.1","0.2","0.3","0.4","0.5","1.1","1.2","1.3","1.4","1.5","2.1","2.2","2.3","2.4","3.1","3.2","3.3","3.4"
"Catch",0,0,0,0,0,238.70240268671,427214.2141599,292461.6583728,0.7496714676295,0,0.00347867843912,6663.240953326,4294.524486478,0,0,0,0.00013052892013038,0
"Escapement",5e-101,5e-101,5e-101,5e-101,5e-101,4504.822385,612817.5348,189019.1101,0.1822285199,5e-101,0.06565006606,9558.087627,2775.56792,5e-101,5e-101,5e-101,8.436134998e-05,5e-101
"Reallocated Esc Obs Error",0,0,0,0,0,9.80905034074894,1334.38292005117,411.580703357917,0.000396794495430245,0,0.0001429500983337,20.8123106043623,6.04367566955898,0,0,0,1.83693086633352e-07,0
"Kvichak Set",NA,0,0,0,0,0,111720.872220148,65211.5748266605,246.0295284502,0,0,4921.5072214945,1230.3309727491,0,0,0,0,NA
"ARSHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NRSHA",NA,0,0,0,0,0,2150.80285803926,2517.44704422744,0,0,0,219.963463674526,122.22976005877,0,0,0,0,NA
"Naknek Set",NA,0,0,0,0,0,52660.7686840562,32224.6629197371,198.7678435034,0,0,2207.01151278975,961.97634384705,0,0,0,0,NA
"Offshore Catch",5.14212900441982e-103,5.14212900441982e-103,5.14212900441982e-103,5.14212900441982e-103,5.14212900441982e-103,48.8845115924224,12422.3406004142,5983.85473473447,4.58399891547179,5.14212900441982e-103,0.000712407979949757,242.612054435426,96.5761056418099,5.14212900441982e-103,5.14212900441982e-103,5.14212900441982e-103,2.21187612850177e-06,5.14212900441982e-103
"Total",5.0514212900442e-101,5.0514212900442e-101,5.0514212900442e-101,5.0514212900442e-101,5.0514212900442e-101,4802.21834961988,1220320.91624261,587829.888701517,450.313667651097,5.0514212900442e-101,0.0699841025774035,23833.2351433246,9487.24926444429,5.0514212900442e-101,5.0514212900442e-101,5.0514212900442e-101,0.000217285839325515,5.0514212900442e-101
