"","0.1","0.2","0.3","0.4","0.5","1.1","1.2","1.3","1.4","1.5","2.1","2.2","2.3","2.4","3.1","3.2","3.3","3.4"
"Catch",0,0,0,0,0,3772.79863571,1104195.363941,11201018.28435,3.83381236284e-09,0,3490.08607384,618010.225432,180796.371302,0,0,875.913002063,0,0
"Escapement",5e-101,5e-101,5e-101,5e-101,5e-101,178490.3033,665670.1503,1013546.73,8.667022816e-10,5e-101,165115.2319,372570.8086,16359.72429,5e-101,5e-101,528.048893,5e-101,5e-101
"Reallocated Esc Obs Error",0,0,0,0,0,-1668.74890589504,-6223.51082796739,-9475.89289159648,-8.10300872109455e-12,0,-1543.70213721322,-3483.25437177135,-152.95100914559,0,0,-4.93685649210407,0,0
"Kvichak Set",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ARSHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NRSHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Naknek Set",NA,0,0,0,0,5.785e-17,1.008815e-14,3.334385e-14,0,0,0,8.3215e-16,1.78e-16,0,0,0,0,NA
"Offshore Catch",9.4208207564906e-103,9.4208207564906e-103,9.4208207564906e-103,9.4208207564906e-103,9.4208207564906e-103,3402.69405905654,33229.9103855443,229963.913860506,8.84127378715573e-11,9.4208207564906e-103,3147.7150761731,18598.5425026177,3711.86262716015,9.4208207564906e-103,9.4208207564906e-103,26.3599282444375,9.4208207564906e-103,9.4208207564906e-103
"Total",5.09420820756491e-101,5.09420820756491e-101,5.09420820756491e-101,5.09420820756491e-101,5.09420820756491e-101,183997.047088872,1796871.91379858,12435053.0353189,4.78082437359046e-09,5.09420820756491e-101,170209.3309128,1005696.32216285,200715.007210015,5.09420820756491e-101,5.09420820756491e-101,1425.38496681533,5.09420820756491e-101,5.09420820756491e-101
