"","0.1","0.2","0.3","0.4","0.5","1.1","1.2","1.3","1.4","1.5","2.1","2.2","2.3","2.4","3.1","3.2","3.3","3.4"
"Catch",0,0,0,0,0,227.059552906,1997004.86693,765791.673434,2.10138924919e-09,0,150.50136749,182026.277955,89609.7752664,2.10138924919e-09,0,0,0,0
"Escapement",5e-101,5e-101,5e-101,5e-101,5e-101,11830.33026,3455084.233,804288.9833,1.916011274e-09,5e-101,7841.470925,314929.6896,94114.57129,1.916011274e-09,5e-101,5e-101,5e-101,5e-101
"Reallocated Esc Obs Error",0,0,0,0,0,38.9392194855122,11372.3184691677,2647.29593935458,6.30650048735359e-12,0,25.8099943781823,1036.58275299238,309.775624822277,6.30650048735359e-12,0,0,0,0
"Kvichak Set",NA,0,0,0,0,0,380815.43325756,210030.40242208,4398.18819505,0,0,48786.05674817,32681.92151091,0,0,0,0,NA
"ARSHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NRSHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Naknek Set",NA,0,0,0,0,0,19147.8409804,14314.9993272,256.171195225,0,0,2607.59336035,1907.901886825,0,0,0,0,NA
"Offshore Catch",2.50702581033604e-102,2.50702581033604e-102,2.50702581033604e-102,2.50702581033604e-102,2.50702581033604e-102,606.516181890454,293995.140828059,90106.1856520942,233.371982440189,2.50702581033604e-102,402.015742696673,27546.5076857329,10961.917486479,2.01750747231791e-10,2.50702581033604e-102,2.50702581033604e-102,2.50702581033604e-102,2.50702581033604e-102
"Total",5.2507025810336e-101,5.2507025810336e-101,5.2507025810336e-101,5.2507025810336e-101,5.2507025810336e-101,12702.845214282,6157419.83346519,1887179.54007473,4887.73137271921,5.2507025810336e-101,8419.79802956486,576932.708102245,229585.863065436,4.22545777090914e-09,5.2507025810336e-101,5.2507025810336e-101,5.2507025810336e-101,5.2507025810336e-101
