"","0.1","0.2","0.3","0.4","0.5","1.1","1.2","1.3","1.4","1.5","2.1","2.2","2.3","2.4","3.1","3.2","3.3","3.4"
"Catch",0,0,0,0,0,555.474466224,834488.184806,3749135.75301,2.421729912498e-09,0,4.7124664614e-11,93935.8955993,65732.7479956,0,0,1.702156041839e-09,0,0
"Escapement",5e-101,5e-101,5e-101,5e-101,5e-101,54851.09202,1469956.201,2378500.297,2.278784731e-09,5e-101,4.65338998e-09,165468.6725,41701.70699,5e-101,5e-101,2.998358603e-09,5e-101,5e-101
"Reallocated Esc Obs Error",0,0,0,0,0,22.445379314251,601.514450796832,973.295870479869,9.32491692891385e-13,0,1.90419368643854e-12,67.7107233870002,17.0645760556475,0,0,1.2269454201563e-12,0,0
"Kvichak Set",NA,0,0,0,0,0,30936.405094736,80069.045266777,0,0,0,910.092300197,302.99003829,0,0,0,0,NA
"ARSHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NRSHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Naknek Set",NA,0,0,0,0,1401.9444465,244477.5430935,808059.2105865,0,0,0,20166.4316535,4313.67522,0,0,0,0,NA
"Offshore Catch",8.29071144619665e-103,8.29071144619665e-103,8.29071144619665e-103,8.29071144619665e-103,8.29071144619665e-103,942.338119989034,42787.6960039082,116347.493499305,7.79566831548311e-11,8.29071144619665e-103,7.79727953750164e-11,4651.89834078986,1858.24996528241,8.29071144619665e-103,8.29071144619665e-103,7.79615656388408e-11,8.29071144619665e-103,8.29071144619665e-103
"Total",5.08290711446197e-101,5.08290711446197e-101,5.08290711446197e-101,5.08290711446197e-101,5.08290711446197e-101,57773.2944320273,2623247.54444894,7133085.09523306,4.77940381834572e-09,5.08290711446197e-101,4.78039163367546e-09,285200.701117174,113926.434785228,5.08290711446197e-101,5.08290711446197e-101,4.779703155898e-09,5.08290711446197e-101,5.08290711446197e-101
