"","0.1","0.2","0.3","0.4","0.5","1.1","1.2","1.3","1.4","1.5","2.1","2.2","2.3","2.4","3.1","3.2","3.3","3.4"
"Catch",2.25915637305e-08,4.7894427684e-07,6.2243487781e-07,6.3933717778e-07,4.11889467291e-08,104.6488149,222108.05201,2846662.74811,0.00037814084575,4.11889467291e-08,4.24906062643e-06,20687.9185013,266550.343756,7.2911452341e-05,2.25915637305e-08,40.180560393,6.2243487781e-07,6.3933717778e-07
"Escapement",9.774084363e-07,5.210557232e-07,3.775651222e-07,3.606628222e-07,9.588110533e-07,4527.55886,241637.0281,1726767.902,0.0002133167746,9.588110533e-07,0.0001838326798,22506.91543,161687.7792,4.113080091e-05,9.774084363e-07,43.71345888,3.775651222e-07,3.606628222e-07
"Reallocated Esc Obs Error",2.97731180662177e-10,1.58720274860121e-10,1.1501119227951e-10,1.09862534348768e-10,2.92066178616565e-10,1.37915266017933,73.6057465467334,525.995711972037,6.49790331029007e-08,2.92066178616565e-10,5.59977986475399e-08,6.85589591390509,49.2521771050193,1.25289709635558e-08,2.97731180662177e-10,0.013315681799052,1.1501119227951e-10,1.09862534348768e-10
"Kvichak Set",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARSHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NRSHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Naknek Set",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Offshore Catch",8.18527399552308e-09,8.1841364919188e-09,8.18377882734414e-09,8.18373669646639e-09,8.18522763971926e-09,37.9158890220658,3795.353032924,37427.9449223235,4.84033343215954e-06,8.18522763971926e-09,1.53950057889831e-06,353.512416625385,3504.6060836739,9.33291772896574e-07,8.18527399552308e-09,0.686600104558447,8.18377882734414e-09,8.18373669646639e-09
"Total",1.00848300520669e-06,1.00834285680678e-06,1.00829879002962e-06,1.00829359921082e-06,1.00847729384744e-06,4671.50271658224,467614.038889471,4611384.5907443,0.000596362932815262,1.00847729384744e-06,0.000189677238803976,43555.2022438393,431791.981216779,0.00011498807399486,1.00848300520669e-06,84.5939350593575,1.00829879002962e-06,1.00829359921082e-06
