"","Escapement","District Catches","EscapementObsError","OffshoreCatch","Extra Catches","Total Esc","Total Catch no Offshore","Total Catch","Run Size","Run Size no Offshore"
"2003",640393.833937002,1721215.466822,1699.06610000005,48193.0166273492,0,642092.900037002,1721215.466822,1769408.48344935,2411501.38348635,2363308.366859
"2004",543293.958940702,1454364.640618,578.341100000078,64985.3150098698,0,543872.300040702,1454364.640618,1519349.95562787,2063222.25566858,1998236.94065871
"2005",1098321.796525,2462123.57917,8381.20299999998,105877.082949665,0,1106702.999525,2462123.57917,2568000.66211967,3674703.66164467,3568826.57869501
"2006",548359.964165302,2121366.851023,50.0359000000171,63452.0432092666,0,548410.000065302,2121366.851023,2184818.89423227,2733228.89429757,2669776.8510883
"2007",518061.799000025,1857357.3274,-20.7989999999991,96537.5473681438,0,518041.000000025,1857357.3274,1953894.87476815,2471935.87476817,2375398.32740003
"2008",492565.5442454,1337226.74588311,-19.5442000000039,80838.7037849254,0,492546.0000454,1337226.74588311,1418065.44966804,1910611.44971344,1829772.74592851
"2009",484131.524612001,1533676.816873,17.4753999999957,61213.0635179375,0,484149.000012001,1533676.816873,1594889.88039094,2079038.88040294,2017825.816885
"2010",468742.350536,712108.730830833,-46.3506000000052,25939.9499403617,0,468695.999936,712108.730830833,738048.680771195,1206744.68070719,1180804.73076683
"2011",428191.687968731,687996.373674301,-0.688000000023749,53027.8960943621,0,428190.999968731,687996.373674301,741024.269768664,1169215.26973739,1116187.37364303
"2012",432389.316181003,553335.296482684,48.6837999999989,53508.4378917514,0,432437.999981003,553335.296482684,606843.734374435,1039281.73435544,985773.296463687
"2013",894173.508661001,991386.924226,-25.5087000000058,127377.406667508,0,894147.999961001,991386.924226,1118764.33089351,2012912.33085451,1885534.924187
"2014",618456.080902002,867318.416123,20.9192000000039,24580.0909290982,0,618477.000102002,867318.416123,891898.507052099,1510375.5071541,1485795.416225
"2015",796512.092425003,1631786.4948141,171.907499999972,48010.942982642,0,796683.999925003,1631786.4948141,1679797.43779675,2476481.43772175,2428470.49473911
"2016",680366.913618203,1825210.78376496,145.086400000029,66228.0801581437,4842.190753,680512.000018203,1830052.97451796,1896281.0546761,2576793.0546943,2510564.97453616
"2017",2852228.93019,5027810.3392197,79.0690000001341,287469.806828787,35546.31141,2852307.99919,5063356.6506297,5350826.45745849,8203134.45664849,7915664.6498197
"2018",1247493.715253,8155541.53652401,-33.7150000000838,138798.637426139,66937.562539,1247460.000253,8222479.09906301,8361277.73648915,9608737.73674215,9469939.09931601
"2019",709649.836094002,3525705.157549,-218.836099999957,51382.5908562242,20809.591001,709430.999994002,3546514.74855,3597897.33940622,4307328.33940023,4255945.748544
