group,Harvest_Stock,03,11,12,13,14,15,21,22,23,24,32,33
Togiak,586453.3008624407,5.463882465974961e-110,1502.648310499664,277084.77515283093,299482.2942593094,3771.419749197792,8.595103280929002e-75,387.3537767916175,2326.9792173819355,1521.3104141871374,376.5199822421963,1.3726260381091963e-37,1.3045797120062155e-302
Igushik,1241625.6649004524,3.705566873305153e-221,3050.221417308418,851128.8673736297,324439.18220859475,5641.796211770714,1.6760299919229988e-302,786.9347629811966,43724.453210568994,12231.690829277784,622.5188863206666,1.6760299919229988e-302,1.67602215448483e-302
Wood,6867985.876777073,7.081640255514685e-15,2209.8686913964652,5334644.529123135,1302607.88304684,10932.264466457551,7.66421292944022e-66,786.7228203401334,187608.006581232,28505.76616026249,690.8358874091117,8.116097781916695e-126,4.728448814453461e-175
Nushagak,9460252.031257205,1.6114332006093934e-147,2497.1615281154473,6794430.089812974,2469686.7093987404,22741.023861212707,2.0942280631619914e-301,535.9983378141987,142917.90957652207,26949.323239075307,493.8155027522397,5.709715024218172e-93,3.6898807722835956e-42
Kvichak,3283176.7586311544,1.1499556389024054e-10,2076.200173553202,2045794.4805936306,814748.5835566637,21134.50302727371,4.150691635193307e-103,3444.88399356403,268362.2117675394,126986.892751681,629.0027672484495,2.382413434748455e-70,2.5746574090557615e-88
Alagnak,2496373.5645462982,3.234167063733528e-140,1676.4105903312047,981506.624895941,1262076.9385937788,20822.466535488707,1.0298067639348707e-254,211.35230245164306,102476.66501733431,127417.42699515077,185.67961582188582,5.549567758702971e-302,4.5286646521983244e-191
Naknek,4416564.861969289,7.062437176565958e-42,1543.568681203914,1675406.9603497142,1973791.4702614036,57784.787666881966,7.998955048102486e-82,477.2380193864542,277143.9711869684,430116.88688778004,299.9789159501798,6.0177254206709305e-92,5.26933660523697e-33
Egegik,5933381.626526223,1.3687574574403672e-198,10145.141624675865,3132271.2480301512,764766.0553766524,5264.41069007609,1.320147291213615e-301,6243.967715834786,1554749.343017516,459633.54090163007,307.9191696857494,5.035076238964915e-99,1.845889836062547e-45
Ugashik,7453472.305844006,1.6583869943173488e-301,1861.410543386327,4384620.459833598,1780288.553524917,6793.288444543599,5.64227218249541e-50,1205.957183285806,1022807.2977705812,248324.1126751053,7571.225868588806,1.6583869943173488e-301,2.6705158829240617e-271
