group,Harvest_Stock,03,11,12,13,14,15,21,22,23,24,32,33
Togiak,741144.5068370654,0.08648133936025283,1311.1875963389398,135043.95151439478,591815.8129762844,1508.213516027313,0.10314628637077473,1229.9365920066045,5973.661323226083,3247.298185869663,1.9296205318286842e-7,0.004591484646542286,1014.2509136143632
Igushik,1247951.3195033348,4.489210344787906e-8,2795.5070797527374,462910.1912501132,748259.3478790853,3548.283020699163,1.7417281223456836e-15,1573.7621431464454,17134.247958896034,10639.805313038294,2.002881795326414e-5,4.256610236283356e-10,1090.1748385293884
Wood,9843801.796266684,1.179357415199482,10808.256032463967,4796804.439176655,4702312.247136503,20152.63449619038,0.3285333551633104,5812.107190560204,227604.3268056171,76711.99548307278,0.11491834691904622,0.5344728134990242,3593.6326636893577
Nushagak,3632393.202232717,0.03458476910903956,7150.8010146719,1551679.272995854,1937933.6460739884,12674.250262874291,0.004939920685961506,3872.261225961031,90848.46694631838,25580.600529487918,0.0069583539086743845,2.062303124582698e-8,2653.856700496982
Kvichak,5038721.9096854655,3.1149230405349854e-4,5978.67991295329,2698486.216113735,2069015.8586650009,11197.11526912233,3.347503618351317e-4,5407.276154254455,147990.5957104371,96241.54519604941,0.09761861505522566,0.012827597422655424,4404.511571458449
Alagnak,935141.1511349011,7.194852249785649e-5,2000.8230037363548,549048.0418964783,321745.5660850193,3663.0527482376738,1.6066389009768369e-13,1507.8740083779912,46256.433672273095,9576.555132697298,6.9313554842103705e-9,3.738728259234371e-5,1342.8044787383665
Naknek,5621084.316446903,0.2947859419425738,3393.366858373713,2975754.1176664224,2393600.0713776723,6783.306443603865,0.7527693951052008,2760.340802013891,126904.53808342562,109111.30904961818,0.030242772012640917,3.274255188614264,2772.91411247508
Egegik,13872974.858809287,1.2071334615342293e-13,4541.96219732111,10288774.405765258,2283644.5434320285,2700.2599647767374,1.0266073846514835e-11,13196.50174549524,971857.041578429,304614.8294717566,1.0533161550889063e-4,2.289490332831617,3643.025058557163
Ugashik,1385876.9411232825,0.001540120938436644,2317.4843384404417,612687.1040720802,707396.5365178967,1483.2771163896246,5.44400364990839e-9,1879.1053052167704,31877.54839665625,26936.60752941174,0.00613682954627478,0.5339291282254699,1298.7362411066192
